留言编号,答复意见,first,end,f_first,f_end,f_complete,可解释性词
3906,网友“UU0081202”您好！您的留言已收悉。现将有关情况回复如下：因您未留下具体联系方式，市工商局无法与您联系获取详细信息及证据，请您直接拨打市工商局合同监管处电话0731-0000-00000000进行反映。感谢您对我们工作的支持、理解与监督！2018年12月17日,网友“UU0081202”您好 您的留言已收悉,00000000进行反映 感谢您对我们工作的支持 理解与监督 2018年12月17日,完整,完整,已解决,['因']
3910,网友“UU0081955”您好！您的留言已收悉。现将有关情况回复如下：根据《西地省物业服务收费管理办法》十七条之规定“房屋交付期限届满之日的次月及以后的物业服务费，由业主交纳”，开发商已于2017年8月24日向您邮寄《岸海保利西交房通知书》，因您自身原因未按交付使用通知书约定的交付时间办理交付手续，开发商履行交房义务的时间应当认定为交付使用通知书约定的交付时间，而并非您所称的实际交付之日。故交付使用通知书约定的交付时间的次月及以后的物业服务费，应由您个人承担。根据《西地省物业服务收费管理办法》的相关规定及合同约定，您反映的问题实属民事合同纠纷，双方可就自身主张提起民事诉讼或仲裁维护自身合法权益。另经与物业公司沟通，物业公司已同意按照合同约定给予空置期间物业费9折优惠。感谢您对我们工作的支持、理解与监督！2018年12月24日,网友“UU0081955”您好 您的留言已收悉,物业公司已同意按照合同约定给予空置期间物业费9折优惠 感谢您对我们工作的支持 理解与监督 2018年12月24日,完整,完整,已解决,"['根据', '规定', '因', '原因', '按', '认定', '为', '而', '并非', '故', '根据', '规定', '按照']"
3913,网友“UU0081274”您好！您的留言已收悉。现将有关情况回复如下：接到您的投诉后，12月14日，A9市河街道工作人员对31栋103号麻将馆进行了走访，对麻将馆老板进行了训诫谈话，麻将馆老板明确表示会充分考虑周边邻居的感受，会严格按照相关规定控制营业时间并减少噪音。下一步，A9市河街道将持续关注此事，保证该麻将馆夜间不再营业。感谢您对我们工作的支持、理解与监督！2018年12月18日,网友“UU0081274”您好 您的留言已收悉,保证该麻将馆夜间不再营业 感谢您对我们工作的支持 理解与监督 2018年12月18日,完整,完整,已解决,"['表示', '按照', '规定']"
3944,网友“UU0081707”您好！您的留言已收悉。现将有关情况回复如下：据查，由于该路段配套设施不到位，各类交通设施均不符合技术标准，道路亦未进行移交，交警部门无权在该路段设置电子警察进行抓拍。待道路进行移交后，交警部门将对该处电子警察进行完善。感谢您对我们工作的支持、理解与监督！2018年12月18日,网友“UU0081707”您好 您的留言已收悉,交警部门将对该处电子警察进行完善 感谢您对我们工作的支持 理解与监督 2018年12月18日,完整,完整,已解决,"['据查', '由于', '符合']"
3954,网友“UU00818”您好！您的留言已收悉。现将有关情况回复如下：经核实，B4区涉外景园c区14栋架空层建设为提质提档项目，拟建设小区文化活动场地，建设完成后交由业主使用，架空层产权为全体业主所有，向阳社区并未占有产权，不存在侵占业主公共财产的情况。该项目在启动前期已得到小区全体业主超过三分之二签名申请，资料已交由街道纪工委，如有异议，可自行到街道纪工委查验。该项目系高新区提质提档项目，从前期申请建设签名，到中期审批备案，到最后的施工，都是按照相关流程，依法依规依程序进行，虽然在施工过程中就个别问题与业主存在异议，也已按照业主的要求进行整改和加固处理，并无违法违规行为。感谢您对我们工作的支持、理解与监督！2018年12月18日,网友“UU00818”您好 您的留言已收悉,并无违法违规行为 感谢您对我们工作的支持 理解与监督 2018年12月18日,完整,完整,已解决,"['核实', '为', '为', '如', '审批', '最后', '按照', '流程', '依法', '虽然', '按照', '要求']"
3978,网友“UU0081878”您好！您的留言已收悉。现将有关情况回复如下：全装修政策文件中全装修内容为套内装修部分，不含电梯厅、大厅、走道等公共部分（该公共部分装修已计入毛坯价格），且应计入毛坯部分的普通入户门等不得计入全装修价格，我委在《A市住房和城乡建设委员会关于新建商品住宅全装修价格核算规定的通知》（[政府发文]〔2018〕53号）中已进行了明确规定。A市目前全装修政策实施时，全装修总价格是由所有装修实物累加价格和税费、利润等构成，该全装修总价中并未将公共装修部分内容（如电梯间瓷砖、墙漆等）计入。在实际操作中，预售时官方测量了预售许可面积（参照建筑面积），作为毛坯销售的基准。为与毛坯同步，全装修《实施细则》和《价格核算规定》中也将全装修总价按预售许可面积进行折算。该折算不会影响全装修总价是实物累加而来的逻辑。全装修《实施细则》中“限房价、竞地价”等刚性需求项目，全装修价格不得超过2500元/平方米，是指“全装修总价/预售许可面积”不得超过2500元/平方米。金晖优步花园项目在销售现场都有全装修公示，业主应知晓是全装房销售，后期企业针对市场需求对自身产品进行更改，属于市场行为。如您对第三方造价咨询机构全装修核算价格存在异议，须提供第三方造价咨询机构未客观公正核算价格相关证明，向市住建部门工程造价管理机构申请复核。感谢您对我们工作的支持、理解与监督！2018年12月17日,网友“UU0081878”您好 您的留言已收悉,向市住建部门工程造价管理机构申请复核 感谢您对我们工作的支持 理解与监督 2018年12月17日,完整,完整,已解决,"['政策', '为', '规定', '通知', '目前', '政策', '如', '为', '规定', '按', '公示', '针对', '如', '证明']"
3980,网友“UU008173”您好！您的留言已收悉。现将有关情况回复如下：目前，市规划局正在编制《A市轨道交通线网规划修编规划》，对于您的意见和建议，将充分论证研究。感谢您对我们工作的支持、理解与监督！2018年12月29日,网友“UU008173”您好 您的留言已收悉,将充分论证研究 感谢您对我们工作的支持 理解与监督 2018年12月29日,完整,完整,已解决,"['目前', '规划', '规划', '论证', '研究']"
3994,网友“UU0082156”您好！您的留言已收悉。现将有关情况回复如下：关于A5区劳动路尊邸华庭路段，近年来市城管局收到过有关修建天桥的建议，并就有关建议与规划、交警部门以及辖区政府进行沟通对接。由于我市城区需要增设人行立体过街设施的位置非常多，人行过街立体设施建设的数量、进度无法满足不断增长的行人安全过街需求。下一步，市城管局将继续加强与规划、交警等部门以及A5区政府沟通和对接，指导辖区政府继续大力推进人行过街天桥建设，逐步完善人行立体过街设施，保障行人过街安全。感谢您对我们工作的支持、理解与监督！2018年12月27日,网友“UU0082156”您好 您的留言已收悉,保障行人过街安全 感谢您对我们工作的支持 理解与监督 2018年12月27日,完整,完整,已解决,"['规划', '由于', '满足', '规划']"
3995,网友“UU008693”您好！您的留言已收悉。现将有关情况回复如下：据查，社区已联系市政部门将东茅街78号下水道进行疏通，目前已恢复。东茅街已纳入白果园化龙池有机更新第二期工程，届时也会重新修缮更换下水道。感谢您对我们工作的支持、理解与监督！2018年12月6日,网友“UU008693”您好 您的留言已收悉,届时也会重新修缮更换下水道 感谢您对我们工作的支持 理解与监督 2018年12月6日,完整,完整,已解决,"['据查', '目前']"
3999,网友“UU0084”您好！您的留言已收悉。现将有关情况回复如下：按照国家住建部要求和我市实际情况，市城管局制订了《关于加强城区有关专项车辆规范作业管理的通知》，在全市全面开展夜间人工配合水车专业冲洗道路工作。目前，全市道路清扫清洗作业时间严格按照我局专项车辆规范作业要求执行，避开早晚上下班高峰时段维护作业；去年以来，也有A4区、A1区环卫局使用新型雾炮降尘车进行降尘作业，主要是应对指数过高时，按照市、区蓝天办要求统一调度作业。冬季气温在摄氏3度以下（含3度）所有桥面（含立交桥）禁止冲水；气温在摄氏1度以下（含1度）全市所有道路禁止冲洒水。下一步，市城管局将进一步加大对市容环境卫生维护工作力度，严格按照维护作业时间及要求，加强日常监督管理，提升机械化作业水平。特别是加强渣土管理，严格控制扬尘污染，确保空气清新，道路清洁，环境优美，节约资源。感谢您对我们工作的支持、理解与监督！2018年12月25日,网友“UU0084”您好 您的留言已收悉,节约资源 感谢您对我们工作的支持 理解与监督 2018年12月25日,完整,完整,已解决,"['按照', '要求', '通知', '目前', '按照', '要求', '主要', '按照', '要求', '进一步', '按照', '要求', '确保']"
